Card ID,Non-Foil,Foil,Hyperspace,F-Hyperspace,Playset,Total,Tradeable,Missing,Rarity,Unique,Aspect(s),Unnamed: 12,Card Name,Cost,Power,HP,Arena,Keyword(s),Type(s),Trait(s),Restricted,Banned,Errata,SET NAME,SPARK OF REBELLION,Source_Sheet,Pilot HP,Legends of the Force
190,nan,nan,nan,nan,nan,0,NO,3,S,nan,Cunning,Heroism,Anakin Skywalker,1.0,1.0,1.0,Ground,"Hidden, Shielded",Unit,"Force, Fringe",nan,nan,nan,nan,,LOF,,nan
191,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,BD-1,1.0,1.0,3.0,nan,"Hidden, Saboteur",nan,"Fringe, Droid",nan,nan,nan,nan,,LOF,,nan
192,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,N-1 Starfighter,2.0,3.0,2.0,Space,nan,nan,"Naboo, Vehicle, Fighter",nan,nan,nan,nan,,LOF,,nan
193,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Youngling Padawan,2.0,2.0,3.0,Ground,nan,nan,"Force, Jedi",nan,nan,nan,nan,,LOF,,nan
194,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,J-Type Nubian Starship,3.0,2.0,4.0,Space,nan,nan,"Naboo, Vehicle, Transport",nan,nan,nan,nan,,LOF,,nan
195,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Vernestra Rwoh,3.0,3.0,4.0,Ground,nan,nan,"Force, Jedi",nan,nan,nan,nan,,LOF,,nan
196,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Jedi Sentinel,4.0,5.0,4.0,nan,Sentinel,nan,"Force, Jedi",nan,nan,nan,nan,,LOF,,nan
197,nan,nan,nan,nan,nan,0,NO,3,S,nan,Cunning,Heroism,Qui-Gon Jinn's Aethersprite,5.0,3.0,6.0,Space,nan,nan,"Jedi, Republic, Vehicle, Fighter",nan,nan,nan,nan,,LOF,,nan
198,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Stinger Mantis,5.0,4.0,6.0,Space,nan,nan,"Fringe, Vehicle, Transport",nan,nan,nan,nan,,LOF,,nan
199,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Depa Billaba,6.0,5.0,7.0,Ground,"Ambush, Saboteur",nan,"Force, Jedi, Republic",nan,nan,nan,nan,,LOF,,nan
200,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,Heroism,Qui-Gon Jinn,7.0,7.0,5.0,Ground,Ambush,nan,"Force, Jedi, Republic",nan,nan,nan,nan,,LOF,,nan
201,nan,nan,nan,nan,nan,0,NO,3,S,nan,Cunning,Heroism,Qui-Gon Jinn's Lightsaber,2.0,3.0,1.0,nan,nan,Upgrade,"Item, Weapon, Lightsaber",nan,nan,nan,nan,,LOF,,nan
202,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Mind Trick,2.0,nan,nan,nan,nan,Event,"Force, Trick",nan,nan,nan,nan,,LOF,,nan
203,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Premonition of Doom,3.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
204,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,Cunning,Zuckuss,5.0,4.0,7.0,Ground,nan,Unit,"Force, Bounty Hunter",nan,nan,nan,nan,,LOF,,nan
205,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Cunning,Force Speed,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
206,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Babu Frik,1.0,1.0,4.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,,LOF,,nan
207,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Loth-Cat,2.0,2.0,1.0,nan,nan,nan,Creature,nan,nan,nan,nan,,LOF,,nan
208,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Mysterious Hermit,2.0,1.0,4.0,nan,Ambush,nan,"Force, Fringe",nan,nan,nan,nan,,LOF,,nan
209,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Tusken Tracker,3.0,2.0,4.0,nan,"Raid 2, Hidden",nan,Tusken,nan,nan,nan,nan,,LOF,,nan
210,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Charging Phillak,4.0,3.0,4.0,nan,"Ambush, Hidden",nan,Creature,nan,nan,nan,nan,,LOF,,nan
211,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Dooku,4.0,5.0,4.0,nan,Hidden,nan,"Force, Jedi",nan,nan,nan,nan,,LOF,,nan
212,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Life Wind Sage,4.0,3.0,5.0,nan,Raid 2,nan,Force,nan,nan,nan,nan,,LOF,,nan
213,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,nan,The Legacy Run,5.0,3.0,3.0,Space,nan,nan,"Republic, Vehicle, Transport",nan,nan,nan,nan,,LOF,,nan
214,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Sorcerers of Tund,6.0,6.0,6.0,Ground,Sheilded,nan,"Force, Fringe",nan,nan,nan,nan,,LOF,,nan
215,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Ascension Cable,2.0,1.0,3.0,nan,Saboteur,Upgrade,Item,nan,nan,nan,nan,,LOF,,nan
216,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Disturbance in the Force,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
217,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Force Slow,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
218,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Impossible Escape,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
219,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Psychometry,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
220,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Shien Flurry,1.0,nan,nan,nan,nan,Event,Learned,nan,nan,nan,nan,,LOF,,nan
221,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Trust Your Instincts,1.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
222,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,A Precarious Predicament,2.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,,LOF,,nan
223,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Force Illusion,2.0,nan,nan,nan,Sentinel,Event,"Force, Trick",nan,nan,nan,nan,,LOF,,nan
224,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Pounce,2.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,,LOF,,nan
225,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Three Lessons,2.0,nan,nan,nan,Hidden,Event,Learned,nan,nan,nan,nan,,LOF,,nan
226,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Tip the Scale,2.0,nan,nan,nan,nan,Event,"Force, Trick",nan,nan,nan,nan,,LOF,,nan
227,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,The Will of the Force,4.0,nan,nan,nan,nan,Event,Froce,nan,nan,nan,nan,,LOF,,nan
228,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Forged Starfighter,1.0,1.0,1.0,Space,"Hidden, Raid 1",Unit,"Sith, Vehicle, Fighter",nan,nan,nan,nan,,LOF,,nan
229,nan,nan,nan,nan,nan,0,NO,3,U,nan,Villainy,nan,Kylo Ren,2.0,2.0,3.0,Ground,Overwhelm,nan,"Force, First Order",nan,nan,nan,nan,,LOF,,nan
230,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Fallen Jedi,3.0,3.0,4.0,nan,nan,nan,"Force, Jedi",nan,nan,nan,nan,,LOF,,nan
231,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,Darth Tyranus,4.0,4.0,3.0,nan,"Shielded, Ambush",nan,"Force, Separatist, Sith",nan,nan,nan,nan,,LOF,,nan
232,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Sandtrooper Cavalry,4.0,2.0,6.0,nan,Grit,nan,"Imperial, Creature, Trooper",nan,nan,nan,nan,,LOF,,nan
233,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,Scimitar,4.0,3.0,4.0,Space,nan,nan,"Sith, Vehicle, Transport",nan,nan,nan,nan,,LOF,,nan
234,nan,nan,nan,nan,nan,0,NO,3,L,nan,Villainy,nan,Darth Malak,5.0,4.0,7.0,Ground,Overwhelm,nan,"Force, Sith",nan,nan,nan,nan,,LOF,,nan
235,nan,nan,nan,nan,nan,0,NO,3,U,nan,Villainy,nan,HK-87 Assassin Droid,5.0,4.0,4.0,nan,nan,nan,"Imperial, Droid",nan,nan,nan,nan,,LOF,,nan
236,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Army of the Dead,6.0,7.0,6.0,nan,nan,nan,"Night, Undead",nan,nan,nan,nan,,LOF,,nan
237,nan,nan,nan,nan,nan,0,NO,3,R,nan,Villainy,nan,The Son,7.0,6.0,8.0,nan,nan,nan,Force,nan,nan,nan,nan,,LOF,,nan
238,nan,nan,nan,nan,nan,0,NO,3,R,nan,Villainy,nan,Darth Revan's Lightsabers,2.0,2.0,2.0,nan,Grit,Upgrade,"Item, Weapon, Lightsaber",nan,nan,nan,nan,,LOF,,nan
239,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Consumed by the Dark Side,2.0,nan,nan,nan,nan,Event,Force,nan,nan,nan,nan,,LOF,,nan
240,nan,nan,nan,nan,nan,0,NO,3,U,nan,Villainy,nan,Flight of the Inquisitor,2.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,,LOF,,nan
241,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,In the Shadows,2.0,nan,nan,nan,Hidden,Event,Plan,nan,nan,nan,nan,,LOF,,nan
242,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Refugee of The Path,1.0,0.0,3.0,Ground,Sentinel,Unit,"Force, Fringe",nan,nan,nan,nan,,LOF,,nan
243,nan,nan,nan,nan,nan,0,NO,3,U,nan,Heroism,nan,Caretaker Matron,2.0,0.0,4.0,nan,nan,nan,Fringe,nan,nan,nan,nan,,LOF,,nan
244,nan,nan,nan,nan,nan,0,NO,3,U,nan,Heroism,nan,Jedi Vector,2.0,1.0,3.0,Space,nan,nan,"Jedi, Vehicle, Fighter",nan,nan,nan,nan,,LOF,,nan
245,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Vulptex,2.0,3.0,2.0,Ground,Hidden,nan,Creature,nan,nan,nan,nan,,LOF,,nan
246,nan,nan,nan,nan,nan,0,NO,3,L,nan,Heroism,nan,Grogu,3.0,1.0,6.0,nan,Hidden,nan,Force,nan,nan,nan,nan,,LOF,,nan
247,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Gungan Warrior,3.0,3.0,2.0,nan,"Shielded, Restore 1",nan,"Gungan, Trooper",nan,nan,nan,nan,,LOF,,nan
248,nan,nan,nan,nan,nan,0,NO,3,U,nan,Heroism,nan,Jocasta Nu,3.0,3.0,4.0,nan,nan,nan,"Force, Jedi, Republic",nan,nan,nan,nan,,LOF,,nan
249,nan,nan,nan,nan,nan,0,NO,3,R,nan,Heroism,nan,Luke Skywalker,4.0,3.0,5.0,nan,nan,nan,"Force, Fringe",nan,nan,nan,nan,,LOF,,nan
250,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Medical Frigate,4.0,3.0,6.0,Space,nan,nan,"Republic, Vehicle, Capital Ship",nan,nan,nan,nan,,LOF,,nan
251,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Blue Squadron Assault Wing,5.0,5.0,5.0,Space,Raid 1,nan,"Republic, Vehicle, Fighter",nan,nan,nan,nan,,LOF,,nan
252,nan,nan,nan,nan,nan,0,NO,3,R,nan,Heroism,nan,The Daughter,5.0,4.0,6.0,Ground,nan,nan,Force,nan,nan,nan,nan,,LOF,,nan
253,nan,nan,nan,nan,nan,0,NO,0,C,nan,Heroism,nan,Longbeam Cruiser,6.0,6.0,6.0,Space,Restore 1,nan,"Republic, Vehicle, Capital Ship",nan,nan,nan,nan,,LOF,,nan
254,nan,nan,nan,nan,nan,0,NO,0,C,nan,nan,nan,Porg,0.0,1.0,1.0,Ground,nan,nan,Creature,nan,nan,nan,nan,,LOF,,nan
255,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Curious Flock,1.0,1.0,1.0,nan,nan,nan,Creature,nan,nan,nan,nan,,LOF,,nan
256,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Gifted Urchin,2.0,1.0,4.0,nan,nan,nan,"Force, Fringe",nan,nan,nan,nan,,LOF,,nan
257,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Kowakian Monkey-Lizard,2.0,2.0,1.0,nan,Ambush,nan,Creature,nan,nan,nan,nan,,LOF,,nan
258,nan,nan,nan,nan,nan,0,NO,1,U,nan,nan,nan,Peli Motto,2.0,1.0,4.0,nan,nan,nan,Fringe,nan,nan,nan,nan,,LOF,,nan
259,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Ravening Gundark,5.0,5.0,4.0,nan,nan,nan,Creature,nan,nan,nan,nan,,LOF,,nan
260,nan,nan,nan,nan,nan,0,NO,1,L,nan,nan,nan,The Father,8.0,5.0,10.0,nan,nan,nan,Force,nan,nan,nan,nan,,LOF,,nan
261,nan,nan,nan,nan,nan,0,NO,1,L,nan,nan,nan,Constructed Lightsaber,3.0,2.0,3.0,nan,"Restore 2, Raid 2, Sentinel",nan,"Item, Weapon, Lightsaber",nan,nan,nan,nan,,LOF,,nan
262,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Go Into Hiding,2.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,,LOF,,nan
263,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Last Words,2.0,nan,nan,nan,nan,Event,Learned,nan,nan,nan,nan,,LOF,,nan
264,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,It's Worse,7.0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,,LOF,,nan
1,nan,nan,nan,nan,nan,0,NO,1,S,nan,Vigilance,Villainy,Chancellor Palpatine,7.0,6.0,8.0,Ground,Plot,"Leader, Leader Unit","Republic, Official",nan,nan,nan,Highlight Missing Cards,,SEC,,False
2,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Villainy,Jabba the Hutt,5.0,2.0,8.0,nan,nan,"Leader, Leader Unit","Underworld, Hutt",nan,nan,nan,"C = Common
U = Uncommon
R = Rare ",,SEC,,"S = Special
L = Legendary"
3,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Villainy,Lama Su,6.0,3.0,7.0,nan,nan,"Leader, Leader Unit","Kaminoan, Official",nan,nan,nan,"H = Hyperspace
SC = Showcase",,SEC,,nan
4,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Heroism,Leia Organa,6.0,4.0,7.0,nan,nan,"Leader, Leader Unit","New Republic, Official",nan,nan,nan,nan,,SEC,,nan
5,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Heroism,Satine Kryze,5.0,0.0,8.0,nan,Restore 4,"Leader, Leader Unit","Mandalorian, Official",nan,nan,nan,nan,,SEC,,nan
6,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,Villainy,Colonel Yularen,5.0,4.0,6.0,nan,nan,"Leader, Leader Unit",Colonel Yularen,nan,nan,nan,nan,,SEC,,nan
7,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Villainy,Dryden Vos,7.0,5.0,7.0,nan,"Ambush, Overwhelm","Leader, Leader Unit",Underworld,nan,nan,nan,nan,,SEC,,nan
8,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Heroism,Bail Organa,4.0,3.0,3.0,nan,nan,"Leader, Leader Unit","Republic, Official",nan,nan,nan,nan,,SEC,,nan
9,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,Heroism,Mon Mothma,5.0,3.0,7.0,nan,nan,"Leader, Leader Unit","Republic, Official",nan,nan,nan,nan,,SEC,,nan
10,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Villainy,Dedra Meero,4.0,2.0,5.0,nan,Raid 2,"Leader, Leader Unit","Imperial, Official",nan,nan,nan,nan,,SEC,,nan
11,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Villainy,Governor Pryce,6.0,4.0,6.0,nan,nan,"Leader, Leader Unit","Imperial, Official",nan,nan,nan,nan,,SEC,,nan
12,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Heroism,Cassian Andor,6.0,6.0,2.0,nan,Overwhelm,"Leader, Leader Unit",Rebel,nan,nan,nan,nan,,SEC,,nan
13,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Heroism,Luthen Rael,5.0,2.0,7.0,nan,nan,"Leader, Leader Unit",Rebel,nan,nan,nan,nan,,SEC,,nan
14,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,Villainy,Sly Moore,5.0,3.0,6.0,nan,nan,"Leader, Leader Unit","Force, Imperial, Official",nan,nan,nan,nan,,SEC,,nan
15,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,Heroism,C-3PO,4.0,1.0,6.0,nan,nan,"Leader, Leader Unit","Rebel, Droid",nan,nan,nan,nan,,SEC,,nan
16,nan,nan,nan,nan,nan,0,NO,1,S,nan,Cunning,Heroism,Padmé Amidala,6.0,3.0,8.0,nan,nan,"Leader, Leader Unit","Naboo, Republic, Official",nan,nan,nan,nan,,SEC,,nan
17,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Heroism,Sabé,5.0,3.0,6.0,nan,Raid 1,"Leader, Leader Unit",Naboo,nan,nan,nan,nan,,SEC,,nan
18,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Cunning,DJ,6.0,4.0,6.0,nan,Saboteur,"Leader, Leader Unit",Underworld,nan,nan,nan,nan,,SEC,,nan
19,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,nan,Rix Road,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
20,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,nan,Uscru Entertainment District,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
21,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,nan,Republic City,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
22,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,nan,Senate Rotunda,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
23,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,nan,Imperial Prison Complex,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
24,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,nan,Naval Intelligence HQ,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
25,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,nan,Amnesty Housing,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
26,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,nan,Mount Tantiss,nan,nan,30.0,nan,nan,Base,nan,nan,nan,nan,nan,,SEC,,nan
27,nan,nan,nan,nan,nan,0,NO,1,S,nan,Vigilance,Villainy,The Chancellor's Shuttle,2.0,1.0,3.0,Space,Restore 1,Unit,"Republic, Vehicle, Transport",nan,nan,nan,nan,,SEC,,nan
28,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Villainy,Trayus Acolyte,2.0,2.0,4.0,Ground,nan,Unit,"Force, Sith",nan,nan,nan,nan,,SEC,,nan
29,nan,nan,nan,nan,nan,0,NO,1,U,nan,Vigilance,Villainy,Zam Wesell,2.0,1.0,5.0,Ground,Grit,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,,SEC,,nan
30,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Villainy,Death Trooper,3.0,3.0,3.0,Ground,nan,Unit,"Imperial, Trooper",nan,nan,nan,nan,,SEC,,nan
31,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Villainy,Nute Gunray,3.0,3.0,4.0,Ground,"Grit, Sentinel",Unit,"Separatist, Official",nan,nan,nan,nan,,SEC,,nan
32,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,Villainy,Kylo Ren's Command Shuttle,4.0,3.0,5.0,Space,Sentinel,Unit,"First Order, Vehicle, Transport",nan,nan,nan,nan,,SEC,,nan
33,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Villainy,Sly Moore,4.0,2.0,6.0,Ground,Plot,Unit,"Republic, Official",nan,nan,nan,nan,,SEC,,nan
34,nan,nan,nan,nan,nan,0,NO,3,S,nan,Vigilance,Villainy,Cad Bane,5.0,4.0,5.0,Ground,Plot,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,,SEC,,nan
35,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,Villainy,Darth Sion,5.0,5.0,5.0,Ground,nan,Unit,"Force, Sith",nan,nan,nan,nan,,SEC,,nan
36,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Villainy,Dogmatic Shock Squad,6.0,4.0,6.0,Ground,"Sentinel, Plot",Unit,"Republic, Clone, Trooper",nan,nan,nan,nan,,SEC,,nan
37,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Villainy,Cantwell Arrestor Cruiser,7.0,6.0,7.0,Space,nan,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,,SEC,,nan
38,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Villainy,Condemn,3.0,0.0,0.0,nan,nan,Upgrade,Condition,nan,nan,nan,nan,,SEC,,nan
39,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Villainy,Creditor's Claim,3.0,2.0,2.0,nan,nan,Upgrade,Supply,nan,nan,nan,nan,,SEC,,nan
40,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Villainy,Emergency Powers,1.0,nan,nan,nan,nan,Event,Law,nan,nan,nan,nan,,SEC,,nan
41,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,Populist Advisor,1.0,1.0,4.0,Ground,Sentinel,Unit,"New Republic, Official",nan,nan,nan,nan,,SEC,,nan
42,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,Heroism,Cassian Andor,2.0,2.0,2.0,Ground,nan,Unit,Fringe,nan,nan,nan,nan,,SEC,,nan
43,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Heroism,Chandrilan Sponsor,2.0,2.0,3.0,Ground,Restore 2,Unit,Official,nan,nan,nan,nan,,SEC,,nan
44,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Heroism,Populist Champion,3.0,3.0,5.0,Ground,nan,Unit,"New Republic, Official",nan,nan,nan,nan,,SEC,,nan
45,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,Senator Chuchi,3.0,2.0,5.0,Ground,Restore 1,Unit,"Republic, Official",nan,nan,nan,nan,,SEC,,nan
46,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,Galen Erso,4.0,3.0,5.0,Ground,Plot,Unit,Imperial,nan,nan,nan,nan,,SEC,,nan
47,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,Coronet,5.0,4.0,6.0,Space,Restore 1,Unit,"Mandalorian, Vehicle, Transport",nan,nan,nan,nan,,SEC,,nan
48,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,Captain Rex,6.0,7.0,7.0,Ground,Sentinel,Unit,"Republic, Clone, Trooper",nan,nan,nan,nan,,SEC,,nan
49,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Heroism,Jade Squadron Patrol,6.0,6.0,6.0,Space,Sentinel,Unit,"Resistance, Vehicle, Fighter",nan,nan,nan,nan,,SEC,,nan
50,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,Heroism,Vigil,7.0,5.0,9.0,Space,Plot,Unit,"Resistance, Vehicle, Capital Ship",nan,nan,nan,nan,,SEC,,nan
51,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,Bo-Katan Kryze,9.0,8.0,8.0,Ground,nan,Unit,Mandalorian,nan,nan,nan,nan,,SEC,,nan
52,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,Diplomatic Immunity,2.0,2.0,2.0,nan,nan,Upgrade,Law,nan,nan,nan,nan,,SEC,,nan
53,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,One in a Million,1.0,nan,nan,nan,Plot,Event,Gambit,nan,nan,nan,nan,,SEC,,nan
54,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Vigilance,Exiled from the Force,1.0,nan,nan,nan,Grit,Upgrade,Condition,nan,nan,nan,nan,,SEC,,nan
55,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Dhani Pilgrim,1.0,1.0,3.0,Ground,nan,Unit,Fringe,nan,nan,nan,nan,,SEC,,nan
56,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,nan,Escape Pod,1.0,0.0,3.0,Space,nan,Unit,"Vehicle, Transport",nan,nan,nan,nan,,SEC,,nan
57,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,Lobot,2.0,0.0,4.0,Ground,"Sentinel, Grit",Unit,Fringe,nan,nan,nan,nan,,SEC,,nan
58,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Lost Jedi,2.0,1.0,3.0,Ground,Grit,Unit,"Force, Jedi",nan,nan,nan,nan,,SEC,,nan
59,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Senate Warden,2.0,2.0,2.0,Ground,nan,Unit,"Republic, Trooper",nan,nan,nan,nan,,SEC,,nan
60,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Defense Fleet X-Wing,3.0,1.0,4.0,Space,Sentinel,Unit,"New Republic, Vehicle, Fighter",nan,nan,nan,nan,,SEC,,nan
61,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,Willrow Hood,3.0,2.0,5.0,Ground,nan,Unit,Fringe,nan,nan,nan,nan,,SEC,,nan
62,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Bardottan Ornithopter,4.0,3.0,4.0,Space,nan,Unit,"Fringe, Vehicle, Transport",nan,nan,nan,nan,,SEC,,nan
